al_#,PON ID
14.922,PON.834
14.922,PON.4J
14.922,PON.4J
14.922,PON.833
14.922,PON.11C
66.805,PON.10Q
66.805,PON.4J
16.524,PON.10
16.524,PON.17P
64.056,PON.10
81.252,PON.103
15.520,PON.208
15.520,PON.6Q
42.011,PON.T17
64.031,PON.861
93.072,PON.30
15.052,PON.T55
10.089,PON.N23
10.109,PON.N23
10.108,PON.N23
14.874,PON.833
21.032,PON.49
10.185,PON.85
10.185,PON.365
10.185,PON.455
16.060,PON.159
16.060,PON.2P
16.060,PON.3P
10.189,PON.14B
10.189,PON.1A
17.302,PON.76
81.136,PON.8Q
81.140,PON.50
81.140,PON.81
21.008,PON.10
20.274,PON.10E
20.274,PON.N28
15.538,PON.11Q
15.538,PON.7Q
14.856,PON.833
15.521,PON.5C
15.661,PON.N26
93.568,PON.T73
93.838,PON.103
93.838,PON.15L
93.838,PON.T125
20.318,PON.T35
84.165,PON.96
84.165,PON.144
14.879,PON.833
15.239,PON.N29
12.012,PON.N29
14.110,PON.833
14.171,PON.835
81.253,PON.827
81.253,PON.N73
11.611,PON.868
TC.015,PON.866
TC.015,PON.N73
12.369,PON.897
11.999,PON.4J
11.999,PON.7F
11.455,PON.T125
11.433,PON.N28
11.439,PON.N28
15.424,PON.N28
11.429,PON.2Q
11.429,PON.6Q
11.429,PON.N28
15.645,PON.3Q
15.645,PON.6Q
15.645,PON.N26
11.065,PON.N26
11.065,PON.7Q
11.065,PON.9Q
20.826,PON.4T
20.826,PON.T121
20.813,PON.N50
20.820,PON.12B
20.803,PON.N52
10.601,PON.2A
10.601,PON.T72
11.112,PON.15B
10.123,PON.N23
10.153,PON.2A
10.153,PON.N23
10.163,PON.N23
10.155,PON.2A
10.155,PON.N23
10.096,PON.75
15.955,PON.T97
93.556,PON.145
93.556,PON.157
93.556,PON.182
93.994,PON.101
93.994,PON.119
93.994,PON.872
93.687,PON.101
93.687,PON.119
93.687,PON.897
93.870,PON.101
93.870,PON.119
93.870,PON.T99
93.320,PON.15L
93.320,PON.119
93.320,PON.48
47.049,PON.102
47.049,PON.195
47.049,PON.T123
12.901,PON.195
12.901,PON.N20
16.040,PON.12P
11.805,PON.865
11.805,PON.866
11.805,PON.869
11.034,PON.866
11.034,PON.869
11.804,PON.866
11.804,PON.869
11.802,PON.866
11.802,PON.868
11.802,PON.869
85.002,PON.6IA
85.002,PON.9IA
85.002,PON.N66
11.609,PON.1S
11.609,PON.2S
11.609,PON.T120
11.055,PON.N8
11.055,PON.1S
11.055,PON.2S
10.180,PON.2A
10.180,PON.T1
10.382,PON.365
10.382,PON.1A
10.381,PON.365
10.381,PON.1A
10.477,PON.T1
93.879,PON.102
93.879,PON.103
93.879,PON.15L
93.008,PON.59
93.008,PON.125
93.386,PON.50
93.386,PON.636
TC.132,PON.860
TC.132,PON.T91
93.680,PON.N74
93.071,PON.873
93.071,PON.N68
93.773,PON.N68
93.770,PON.N70
93.774,PON.11
93.774,PON.N68
93.732,PON.876
93.732,PON.896
93.732,PON.N74
93.982,PON.49
93.24X,PON.103
93.24X,PON.15L
93.24X,PON.896
93.24C,PON.15L
93.24C,PON.103
93.24R,PON.15L
93.24R,PON.103
93.24R,PON.896
93.24S,PON.15L
93.24S,PON.36
93.24S,PON.896
93.24T,PON.102
93.24T,PON.15L
93.24T,PON.N16
93.24N,PON.102
93.24N,PON.N74
93.242,PON.103
93.242,PON.15L
93.242,PON.T125
11.467,PON.102
11.467,PON.4F
20.275,PON.65
20.275,PON.2C
20.275,PON.T36
20.517,PON.8C
20.517,PON.T35
20.505,PON.T35
20.505,PON.T36
15.680,PON.N26
10.179,PON.75
10.179,PON.455
59.046,PON.866
19.500,PON.11IA
19.502,PON.103
19.502,PON.5IA
19.502,PON.N66
11.033,PON.104
66.488,PON.5C
66.488,PON.N2
84.149,PON.913
84.144,PON.914
84.141,PON.915
84.011,PON.96
19.042,PON.N38
19.042,PON.10IA
19.042,PON.65
15.647,PON.N26
15.647,PON.T125
15.637,PON.7Q
15.637,PON.N26
15.655,PON.N26
15.655,PON.T125
12.400,PON.N50
10.284,PON.898
10.284,PON.5ND
10.284,PON.862
10.284,PON.896
12.007,PON.876
12.420,PON.125
12.420,PON.15L
10.287,PON.898
10.287,PON.5ND
10.281,PON.636
10.281,PON.852
10.281,PON.853
10.965,PON.N23
15.259,PON.8Q
15.259,PON.N28
15.259,PON.3J
17.600,PON.1H
17.600,PON.2H
15.038,PON.8E
15.437,PON.9C
15.437,PON.N11
20.608,PON.65
20.608,PON.159
20.608,PON.T34
10.248,PON.N22
10.248,PON.N23
10.248,PON.N22
10.248,PON.1A
10.248,PON.T3
81.137,PON.102
81.137,PON.195
81.137,PON.827
93.307,PON.103
93.307,PON.15L
93.307,PON.T125
93.899,PON.T88
84.120,PON.195
10.466,PON.N16
16.015,PON.11
16.015,PON.159
16.050,PON.13P
16.050,PON.12P
16.050,PON.N35
16.543,PON.N36
16.543,PON.T87
43.009,PON.T234
15.941,PON.T53
15.522,PON.208
15.522,PON.6Q
20.948,PON.T35
20.948,PON.T36
95.006,PON.65
81.009,PON.103
81.009,PON.876
93.791,PON.616
64.032,PON.911
64.127,PON.861
85.401,PON.912
85.402,PON.633
85.402,PON.827
85.400,PON.912
14.162,PON.833
14.162,PON.859
14.126,PON.835
14.155,PON.835
14.117,PON.833
14.119,PON.833
14.122,PON.833
14.122,PON.859
14.128,PON.876
14.129,PON.835
14.133,PON.833
14.135,PON.835
14.134,PON.835
14.138,PON.5
14.138,PON.835
14.139,PON.835
20.218,PON.T34
20.237,PON.T34
20.237,PON.T52
20.619,PON.103
20.619,PON.T34
14.881,PON.826
14.881,PON.833
10.494,PON.835
14.191,PON.5
14.191,PON.11
19.808,PON.5IA
66.204,PON.8Q
15.628,PON.3Q
15.628,PON.N26
15.628,PON.T125
15.578,PON.11Q
15.578,PON.5C
45.309,PON.827
45.309,PON.T18
45.309,PON.T19
45.033,PON.827
45.033,PON.T18
45.033,PON.T19
45.301,PON.T18
45.301,PON.T19
15.076,PON.5C
10.700,PON.N22
10.700,PON.T19
10.700,PON.T52
15.820,PON.N28
93.387,PON.897
89.001,PON.T17
89.001,PON.T18
89.001,PON.T19
16.041,PON.T87
10.273,PON.2J
10.273,PON.N28
10.273,PON.2J
93.459,PON.125
93.889,PON.125
93.CA5,PON.3L
93.CA5,PON.103
93.CA5,PON.15L
93.CA2,PON.3L
93.CA2,PON.82
93.CA2,PON.103
93.CA1,PON.3L
93.CA1,PON.15L
93.CA1,PON.16L
93.CA6,PON.36
93.CA6,PON.15L
93.CA6,PON.3L
93.CA4,PON.102
93.CA4,PON.N16
93.CA4,PON.15L
93.CA3,PON.102
93.CA3,PON.N16
93.CA3,PON.15L
64.201,PON.1N
93.350,PON.103
93.350,PON.15L
93.350,PON.T125
93.TR1,PON.15L
93.TR1,PON.103
93.TR1,PON.876
93.TR3,PON.15L
93.TR3,PON.36
93.TR8,PON.102
93.TR7,PON.15L
93.TR7,PON.103
93.TR2,PON.15L
93.TR2,PON.103
93.TR6,PON.15L
93.TR6,PON.103
93.TR4,PON.15L
93.TR4,PON.103
93.TR5,PON.36
93.TR5,PON.15L
93.300,PON.15L
93.300,PON.N74
93.300,PON.T52
15.923,PON.827
15.923,PON.T120
16.030,PON.N36
93.233,PON.103
93.233,PON.15L
93.233,PON.T125
16.027,PON.N37
97.140,PON.T18
93.858,PON.T89
97.142,PON.N36
15.810,PON.T122
92.002,PON.65
92.002,PON.618
16.554,PON.T52
20.276,PON.6Q
20.276,PON.9Q
20.276,PON.N26
97.148,PON.827
97.148,PON.N44
97.041,PON.50
16.056,PON.11
16.056,PON.N37
12.006,PON.195
12.006,PON.3ND
14.272,PON.49
14.272,PON.1C
97.145,PON.50
97.145,PON.827
20.606,PON.T52
97.147,PON.50
97.153,PON.50
97.153,PON.4F
97.153,PON.9F
93.455,PON.876
93.825,PON.174
93.825,PON.N74
20.277,PON.10E
20.277,PON.4E
20.277,PON.T36
45.037,PON.T97
45.037,PON.T19
45.037,PON.1E
45.036,PON.41
45.036,PON.1E
45.036,PON.T18
66.950,PON.57
66.456,PON.3J
66.456,PON.9Q
93.052,PON.30
93.052,PON.616
93.054,PON.30
93.054,PON.142
17.264,PON.826
17.264,PON.827
97.018,PON.50
97.018,PON.827
15.674,PON.50
15.674,PON.4Q
15.674,PON.5Q
15.948,PON.4Q
15.948,PON.5Q
10.683,PON.N27
15.686,PON.3Q
15.686,PON.9Q
15.686,PON.N26
15.685,PON.9Q
15.685,PON.N26
10.279,PON.N21
10.279,PON.N22
10.279,PON.57
10.587,PON.103
10.587,PON.129
10.587,PON.4G
15.438,PON.3G
15.438,PON.N11
10.682,PON.N29
45.034,PON.42
45.034,PON.T19
15.814,PON.N28
15.814,PON.T122
15.817,PON.3Q
15.817,PON.T122
15.817,PON.T52
15.980,PON.208
12.404,PON.829
12.401,PON.N50
12.030,PON.5ND
93.488,PON.622
93.990,PON.873
93.162,PON.125
93.162,PON.876
93.162,PON.N74
93.288,PON.125
93.288,PON.876
93.HL1,PON.15L
93.HL5,PON.15L
93.HL5,PON.T88
93.HL5,PON.103
93.HL6,PON.15L
93.HL6,PON.T89
93.HL6,PON.103
93.HL2,PON.15L
93.HL2,PON.T88
93.HL2,PON.T89
93.HL3,PON.36
93.HL3,PON.15L
93.HL3,PON.868
93.HL4,PON.102
93.HL4,PON.N16
93.HL4,PON.N74
93.HL7,PON.102
93.HL7,PON.N16
93.HL7,PON.N74
20.278,PON.117
20.278,PON.T34
20.278,PON.T35
20.279,PON.117
20.279,PON.9C
20.279,PON.T35
20.622,PON.T34
20.614,PON.103
20.614,PON.827
20.614,PON.T34
89.003,PON.T18
89.003,PON.T19
14.261,PON.T52
97.107,PON.50
20.933,PON.10C
20.933,PON.9C
20.933,PON.T35
20.937,PON.10C
20.937,PON.1C
20.937,PON.T34
93.8TH,PON.622
93.8TH,PON.15L
93.8TH,PON.16L
93.8RC,PON.622
93.8RC,PON.15L
93.8RC,PON.16L
93.8RP,PON.103
93.8RP,PON.15L
93.8RP,PON.16L
93.8SB,PON.103
93.8SB,PON.15L
93.8SB,PON.16L
93.8TR,PON.102
93.8TR,PON.15L
93.8TR,PON.N18
93.8TN,PON.102
93.8TN,PON.15L
93.8TN,PON.N18
93.8AM,PON.2L
93.8AM,PON.15L
93.8AM,PON.16L
93.8CF,PON.15L
93.8CF,PON.103
93.8CF,PON.16L
93.8NB,PON.125
93.8NB,PON.15L
93.8RB,PON.125
93.8RB,PON.15L
93.8TD,PON.15L
93.8TD,PON.16L
93.8TD,PON.622
93.8UV,PON.16L
93.8UV,PON.15L
93.8UV,PON.622
16.560,PON.102
16.560,PON.103
93.AGC,PON.103
93.AG6,PON.1C
93.AG6,PON.T125
93.AG8,PON.102
93.AG8,PON.103
93.AG9,PON.N16
93.AG9,PON.N18
93.AG3,PON.103
93.AG3,PON.15L
93.AG3,PON.T125
93.AGR,PON.103
93.AGR,PON.15L
93.AGR,PON.T125
93.AG7,PON.103
93.AG7,PON.15L
93.AG7,PON.T125
93.AG4,PON.102
93.AG4,PON.N16
93.AG4,PON.N18
93.AG5,PON.102
93.AG5,PON.N16
93.AG5,PON.N18
93.DAH,PON.897
93.DAH,PON.15L
93.DAH,PON.T88
93.280,PON.N16
93.280,PON.N18
93.280,PON.N19
93.ELR,PON.N19
93.ELR,PON.N18
93.ELR,PON.N74
93.220,PON.N16
93.220,PON.N18
93.220,PON.N19
93.LRZ,PON.102
93.LRZ,PON.N74
81.251,PON.1ND
81.251,PON.N16
15.815,PON.N28
15.815,PON.T122
15.248,PON.7Q
15.248,PON.N28
15.248,PON.T97
45.312,PON.T18
45.312,PON.T19
93.LM2,PON.15L
93.LM2,PON.T52
93.LM1,PON.15L
93.LM1,PON.103
93.LM1,PON.T52
93.LM5,PON.36
93.LM5,PON.15L
93.LM4,PON.102
93.LM3,PON.102
15.925,PON.T17
15.925,PON.T18
97.135,PON.4T
97.130,PON.195
97.130,PON.2ND
81.123,PON.826
81.123,PON.N16
11.432,PON.103
11.432,PON.N28
93.809,PON.125
93.809,PON.871
93.011,PON.876
15.653,PON.T69
15.406,PON.T53
15.954,PON.N27
15.954,PON.T18
15.954,PON.T53
93.422,PON.15L
93.422,PON.T52
15.439,PON.9C
15.439,PON.N11
20.616,PON.T34
16.739,PON.159
16.739,PON.T52
20.315,PON.T35
93.186,PON.102
93.186,PON.N74
93.225,PON.N74
16.061,PON.N45
84.015,PON.827
84.015,PON.913
20.280,PON.65
20.280,PON.T35
20.280,PON.T69
10.555,PON.85
10.555,PON.365
10.555,PON.624
12.552,PON.5ND
12.551,PON.5ND
16.833,PON.12P
16.833,PON.18P
43.015,PON.195
43.015,PON.N16
43.015,PON.N21
20.261,PON.195
20.261,PON.196
15.935,PON.T53
97.025,PON.50
97.025,PON.827
11.043,PON.T122
66.462,PON.3J
15.665,PON.7Q
15.962,PON.11Q
15.969,PON.827
15.969,PON.4Q
15.969,PON.5Q
15.654,PON.N26
15.654,PON.T53
20.281,PON.9C
20.281,PON.T35
20.934,PON.10C
20.934,PON.1C
20.934,PON.9C
45.311,PON.42
45.311,PON.T18
45.311,PON.T19
15.133,PON.117
93.340,PON.117
93.340,PON.T55
12.025,PON.T97
17.265,PON.826
17.265,PON.829
17.265,PON.865
15.922,PON.42
15.922,PON.T19
59.052,PON.867
59.052,PON.869
93.612,PON.117
93.612,PON.T55
64.126,PON.833
64.126,PON.835
45.308,PON.42
45.308,PON.T18
45.308,PON.T19
15.071,PON.40
15.071,PON.199
84.259,PON.827
15.098,PON.N29
15.068,PON.40
15.068,PON.117
15.068,PON.1C
84.362,PON.144
93.932,PON.871
93.932,PON.876
14.873,PON.833
14.873,PON.834
14.873,PON.835
21.012,PON.11C
15.161,PON.40
15.161,PON.96
93.00P,PON.125
93.00P,PON.127
93.682,PON.125
93.682,PON.127
20.708,PON.9C
15.658,PON.3J
15.658,PON.4J
15.944,PON.N27
15.552,PON.5C
15.552,PON.T55
15.057,PON.N29
12.340,PON.15L
12.335,PON.102
12.335,PON.1ND
14.256,PON.10C
14.256,PON.11B
15.635,PON.N26
TC.149,PON.859
TC.149,PON.T91
TC.150,PON.859
TC.150,PON.T91
TC.151,PON.859
TC.151,PON.T91
TC.152,PON.859
TC.152,PON.T91
TC.153,PON.859
TC.153,PON.T91
93.431,PON.897
93.NS4,PON.15L
93.NS4,PON.103
93.NS3,PON.15L
93.NS3,PON.103
93.NS1,PON.15L
93.NS1,PON.103
93.NS1,PON.T88
93.NS2,PON.36
93.NS2,PON.15L
93.NS5,PON.102
93.NS5,PON.N74
93.NS6,PON.102
10.527,PON.913
10.758,PON.6E
10.758,PON.N73
20.521,PON.11
20.521,PON.T36
TC.097,PON.117
TC.097,PON.863
15.559,PON.5C
97.138,PON.50
15.663,PON.3Q
15.663,PON.7Q
15.663,PON.N26
87.003,PON.T2
87.003,PON.T3
15.785,PON.T97
16.813,PON.N36
16.813,PON.T52
93.142,PON.1H
93.143,PON.103
93.143,PON.15L
93.143,PON.T125
93.DSS,PON.N16
93.DSS,PON.T52
93.DSS,PON.103
93.NNR,PON.103
93.NNR,PON.82
93.313,PON.103
93.313,PON.15L
93.313,PON.T125
93.WHR,PON.119
93.WHR,PON.15L
93.THR,PON.103
93.THR,PON.82
93.THR,PON.T88
93.1RP,PON.15L
93.1RP,PON.103
93.1CM,PON.102
93.1CM,PON.103
93.10R,PON.15L
93.10R,PON.103
93.1RC,PON.15L
93.1RC,PON.103
93.1SB,PON.36
93.1SB,PON.15L
93.1TR,PON.102
93.1TR,PON.N19
93.1T1,PON.102
93.1T1,PON.N74
11.044,PON.103
11.051,PON.N16
11.051,PON.196
11.051,PON.N21
11.008,PON.57
11.008,PON.N21
11.021,PON.36
11.021,PON.T122
98.004,PON.127
98.004,PON.N66
10.451,PON.N23
66.460,PON.3J
66.460,PON.6Q
97.008,PON.N52
81.505,PON.138
81.505,PON.4ND
19.224,PON.138
15.214,PON.4J
66.487,PON.3J
10.777,PON.827
10.777,PON.N22
10.777,PON.N58
15.623,PON.9Q
20.333,PON.117
20.333,PON.9C
20.333,PON.T35
90.601,PON.117
15.443,PON.827
15.443,PON.10E
15.443,PON.N73
15.253,PON.9Q
15.984,PON.N26
81.884,PON.50
81.884,PON.81
81.884,PON.10IA
81.121,PON.195
81.121,PON.5E
81.065,PON.8Q
93.124,PON.876
93.124,PON.N74
93.908,PON.876
93.908,PON.N74
93.303,PON.876
93.359,PON.N74
93.264,PON.N74
93.693,PON.876
93.693,PON.N74
93.361,PON.103
93.361,PON.15L
93.361,PON.T125
93.NR5,PON.15L
93.NR5,PON.103
93.NR6,PON.15L
93.NR6,PON.103
93.NR1,PON.15L
93.NR1,PON.103
93.NR1,PON.876
93.NR4,PON.36
93.NR4,PON.15L
93.NR3,PON.102
93.NR3,PON.N74
93.NR2,PON.102
93.NR2,PON.N74
93.364,PON.912
93.178,PON.N74
93.649,PON.85
93.649,PON.170
10.566,PON.7
10.566,PON.455
93.053,PON.142
93.053,PON.624
93.262,PON.15L
93.262,PON.1H
17.503,PON.1H
17.503,PON.2H
17.502,PON.1H
17.502,PON.2H
11.017,PON.103
11.011,PON.N28
98.003,PON.3IA
11.473,PON.2Q
11.473,PON.3Q
93.HAR,PON.15L
93.HAR,PON.174
93.HAR,PON.622
93.00S,PON.15L
93.00S,PON.103
93.681,PON.15L
93.681,PON.16L
19.801,PON.138
14.893,PON.82
14.893,PON.127
14.893,PON.131
66.511,PON.208
66.511,PON.1J
66.511,PON.N28
11.998,PON.10Q
11.998,PON.4J
11.998,PON.7F
81.049,PON.T123
43.008,PON.194
43.008,PON.N16
81.010,PON.36
81.010,PON.103
19.334,PON.10IA
19.334,PON.11IA
15.155,PON.859
10.940,PON.75
16.029,PON.N37
16.066,PON.N36
14.921,PON.5
14.921,PON.905
59.053,PON.10B
10.989,PON.75
10.989,PON.N23
20.282,PON.65
20.282,PON.127
20.282,PON.827
10.726,PON.117
10.233,PON.N22
16.842,PON.159
93.788,PON.897
TC.101,PON.117
TC.101,PON.866
93.121,PON.103
93.121,PON.125
93.121,PON.15L
93.DE8,PON.15L
93.DE8,PON.T125
93.DE3,PON.103
93.DE3,PON.T125
93.DE7,PON.103
93.DE7,PON.T125
93.DE2,PON.103
93.DE2,PON.T125
93.DE6,PON.103
93.DE6,PON.T125
93.DE5,PON.N18
93.DE4,PON.N18
93.DE1,PON.103
93.DE1,PON.T125
TC.079,PON.T91
10.307,PON.1A
10.307,PON.2A
10.307,PON.N22
10.139,PON.204
10.139,PON.866
10.171,PON.866
10.977,PON.N23
10.195,PON.15B
10.188,PON.14B
10.188,PON.2A
19.948,PON.138
19.948,PON.617
19.948,PON.11IA
93.800,PON.871
10.134,PON.N23
15.254,PON.827
15.254,PON.N29
TC.143,PON.T91
15.916,PON.T53
15.012,PON.194
10.443,PON.75
10.443,PON.868
10.147,PON.827
10.147,PON.863
10.147,PON.15B
10.983,PON.N23
93.319,PON.170
84.022,PON.102
84.022,PON.8IA
84.019,PON.102
84.019,PON.7IA
84.021,PON.144
84.021,PON.913
84.018,PON.7IA
19.519,PON.N61
19.523,PON.N61
19.517,PON.3IA
19.517,PON.N61
19.511,PON.3IA
19.511,PON.N61
19.520,PON.3IA
19.520,PON.N61
19.522,PON.3IA
19.522,PON.N61
19.518,PON.3IA
19.518,PON.N61
19.023,PON.56
19.023,PON.57
19.023,PON.144
16.026,PON.103
16.526,PON.N35
16.526,PON.N36
16.526,PON.N37
66.033,PON.82
66.033,PON.1J
66.516,PON.208
66.516,PON.1J
66.516,PON.N28
12.019,PON.1ND
12.019,PON.2ND
11.045,PON.6Q
11.045,PON.7Q
11.045,PON.9Q
11.438,PON.N26
93.349,PON.170
10.191,PON.N23
10.143,PON.N23
10.181,PON.N23
10.182,PON.85
10.182,PON.365
10.182,PON.455
10.184,PON.14B
10.184,PON.1A
93.325,PON.11
93.325,PON.122
93.325,PON.873
TC.111,PON.913
TC.111,PON.T91
10.759,PON.19
10.759,PON.208
10.540,PON.85
10.540,PON.129
10.540,PON.T98
93.446,PON.16L
15.631,PON.7Q
15.631,PON.N26
10.699,PON.N29
19.706,PON.138
19.706,PON.10P
10.937,PON.36
10.937,PON.204
10.937,PON.205
20.532,PON.6T
20.532,PON.T35
20.540,PON.6T
20.540,PON.T35
20.524,PON.T34
12.740,PON.3ND
12.740,PON.5ND
12.015,PON.138
16.742,PON.827
16.742,PON.N36
93.810,PON.872
93.810,PON.876
20.520,PON.T33
20.520,PON.T36
59.073,PON.49
20.901,PON.T35
20.930,PON.T36
10.205,PON.N22
10.203,PON.N22
64.053,PON.826
64.053,PON.876
93.560,PON.11
93.560,PON.76
93.828,PON.876
93.828,PON.896
93.828,PON.N74
93.842,PON.125
93.842,PON.876
93.842,PON.N74
64.104,PON.861
86.001,PON.859
64.105,PON.861
10.939,PON.204
10.939,PON.205
14.327,PON.833
66.605,PON.8Q
10.165,PON.2A
10.165,PON.N23
12.355,PON.622
12.355,PON.15L
66.714,PON.205
66.722,PON.N16
20.721,PON.65
20.721,PON.4J
20.723,PON.8Q
20.723,PON.N28
20.725,PON.65
11.067,PON.103
11.067,PON.T123
11.067,PON.1S
10.615,PON.204
10.615,PON.N23
20.706,PON.827
20.706,PON.9F
20.706,PON.N6
20.700,PON.8Q
20.724,PON.36
20.724,PON.103
20.724,PON.826
10.617,PON.204
10.617,PON.T72
93.457,PON.N44
93.835,PON.N45
15.245,PON.10Q
15.245,PON.4Q
15.245,PON.N29
10.905,PON.205
10.905,PON.N29
10.031,PON.N22
10.031,PON.N23
10.031,PON.1A
15.544,PON.N26
93.253,PON.125
47.078,PON.102
47.078,PON.T122
47.078,PON.T234
93.239,PON.103
87.006,PON.866
87.006,PON.868
87.006,PON.N66
20.283,PON.7Q
20.283,PON.N26
66.708,PON.8Q
20.823,PON.6T
97.056,PON.50
97.056,PON.N52
64.028,PON.911
16.820,PON.N36
84.408,PON.912
64.120,PON.911
10.757,PON.N73
93.969,PON.N74
16.735,PON.159
16.735,PON.17P
11.053,PON.102
11.053,PON.T123
81.124,PON.82
81.124,PON.827
81.124,PON.1ND
97.143,PON.50
TC.071,PON.833
TC.071,PON.T91
16.069,PON.N36
11.061,PON.N26
11.061,PON.103
15.683,PON.N26
15.932,PON.T97
15.933,PON.T17
15.933,PON.T18
15.933,PON.T97
97.050,PON.59
97.134,PON.N52
93.00C,PON.897
93.00C,PON.876
93.816,PON.876
93.816,PON.T89
16.035,PON.N40
93.377,PON.T89
93.084,PON.125
93.084,PON.622
93.084,PON.N74
93.083,PON.125
93.083,PON.622
93.991,PON.125
93.991,PON.174
93.117,PON.871
93.117,PON.N74
66.720,PON.1H
66.720,PON.125
10.112,PON.75
10.112,PON.N23
93.976,PON.N74
93.884,PON.876
93.884,PON.N74
59.050,PON.865
59.050,PON.867
59.050,PON.869
20.262,PON.65
20.262,PON.127
20.262,PON.2C
91.005,PON.138
14.418,PON.618
14.418,PON.833
64.202,PON.1N
12.002,PON.868
12.002,PON.869
12.002,PON.7ND
19.415,PON.8IA
19.415,PON.9IA
19.415,PON.N63
19.402,PON.11IA
19.402,PON.8IA
19.012,PON.5IA
19.012,PON.9IA
19.300,PON.8IA
84.240,PON.11
84.240,PON.618
87.101,PON.866
87.101,PON.868
87.101,PON.N66
93.116,PON.N74
14.326,PON.11
14.326,PON.833
16.609,PON.159
14.195,PON.833
93.150,PON.896
93.150,PON.T73
93.587,PON.40
93.587,PON.42
93.845,PON.125
93.845,PON.897
20.284,PON.50
20.284,PON.9F
20.284,PON.T34
93.832,PON.876
93.832,PON.T52
45.024,PON.155
45.025,PON.155
45.130,PON.1E
45.130,PON.T18
45.149,PON.827
45.149,PON.T19
45.129,PON.1E
45.160,PON.102
45.160,PON.1E
45.169,PON.102
45.169,PON.1E
45.163,PON.57
45.164,PON.40
45.164,PON.T18
45.161,PON.102
45.161,PON.1E
45.162,PON.40
45.162,PON.1E
14.142,PON.834
14.142,PON.835
93.318,PON.622
93.138,PON.65
93.138,PON.896
66.609,PON.8Q
66.609,PON.T89
15.508,PON.11Q
93.427,PON.125
93.427,PON.T89
14.865,PON.833
93.007,PON.119
93.007,PON.629
19.040,PON.N63
19.501,PON.6IA
19.501,PON.8IA
19.501,PON.N63
93.069,PON.50
93.069,PON.125
93.354,PON.50
93.354,PON.125
93.355,PON.N74
93.383,PON.871
93.383,PON.876
93.316,PON.50
93.316,PON.125
93.316,PON.N6
93.823,PON.125
93.343,PON.188
93.516,PON.125
14.872,PON.835
14.850,PON.834
97.108,PON.159
97.108,PON.2ND
16.571,PON.T96
16.615,PON.912
16.710,PON.159
20.527,PON.49
20.527,PON.N2
20.530,PON.T121
20.530,PON.T36
11.038,PON.36
11.038,PON.14B
TC.019,PON.866
TC.019,PON.N73
TC.116,PON.144
TC.116,PON.1C
TC.106,PON.912
TC.106,PON.914
TC.106,PON.T91
10.133,PON.N23
10.605,PON.2A
10.605,PON.T72
93.304,PON.16L
93.304,PON.T89
14.914,PON.834
97.075,PON.N52
97.075,PON.T3
97.075,PON.T34
20.528,PON.T34
20.320,PON.T35
20.327,PON.T34
20.327,PON.T35
20.314,PON.T35
20.334,PON.T35
20.316,PON.T35
20.313,PON.T34
20.332,PON.8C
20.332,PON.T34
20.331,PON.8C
20.331,PON.T34
20.331,PON.T36
20.301,PON.T34
20.329,PON.T34
20.330,PON.8C
20.330,PON.T34
20.330,PON.T36
20.321,PON.T34
20.285,PON.4J
20.285,PON.T34
20.285,PON.T36
84.426,PON.866
15.237,PON.7Q
15.237,PON.N29
93.315,PON.11
93.315,PON.15L
12.017,PON.N27
12.017,PON.N29
12.017,PON.N50
84.295,PON.96
84.295,PON.T95
15.040,PON.10
15.040,PON.833
15.514,PON.5C
20.940,PON.1C
TC.164,PON.T91
TC.099,PON.117
TC.099,PON.866
15.225,PON.T53
15.225,PON.T69
15.524,PON.T53
20.219,PON.9C
20.219,PON.T53
66.921,PON.T39
TC.026,PON.866
TC.026,PON.N73
TC.004,PON.866
TC.004,PON.T72
66.443,PON.208
16.830,PON.159
16.830,PON.896
20.286,PON.10E
20.286,PON.1J
20.286,PON.8Q
17.270,PON.150
17.270,PON.829
10.735,PON.N29
93.576,PON.861
93.576,PON.862
93.576,PON.863
93.566,PON.829
93.566,PON.861
93.566,PON.896
93.567,PON.863
93.583,PON.863
19.044,PON.N61
19.044,PON.3IA
19.044,PON.131
TC.135,PON.860
TC.135,PON.N68
TC.135,PON.T91
10.618,PON.204
10.618,PON.T72
11.048,PON.N16
10.271,PON.N22
10.271,PON.N22
10.271,PON.1A
10.271,PON.103
97.111,PON.50
97.111,PON.82
97.111,PON.629
10.932,PON.N26
19.221,PON.138
11.441,PON.N26
11.441,PON.T52
10.186,PON.14B
10.186,PON.2A
10.177,PON.14B
10.177,PON.2A
16.610,PON.159
16.610,PON.N35
16.610,PON.N36
20.951,PON.117
20.951,PON.1C
20.951,PON.9C
59.067,PON.36
59.067,PON.869
59.067,PON.15B
19.979,PON.138
19.979,PON.N36
10.274,PON.82
10.274,PON.N22
10.274,PON.103
11.039,PON.36
11.039,PON.117
66.461,PON.3J
17.285,PON.827
15.250,PON.N73
84.129,PON.76
84.129,PON.N74
14.108,PON.835
97.152,PON.50
84.161,PON.76
84.161,PON.827
84.235,PON.11
84.177,PON.11
84.177,PON.122
84.177,PON.179
84.126,PON.76
84.126,PON.827
84.246,PON.827
84.264,PON.76
84.264,PON.826
15.077,PON.N52
10.098,PON.75
10.098,PON.1A
81.092,PON.8Q
81.092,PON.T121
81.087,PON.11E
81.087,PON.T122
10.515,PON.N29
15.062,PON.144
15.062,PON.3G
15.062,PON.5G
95.007,PON.103
95.007,PON.T52
64.054,PON.102
