al_#,PON ID
TC.070,PON.833
TC.070,PON.T91
TC.115,PON.T91
93.286,PON.103
93.286,PON.15L
93.286,PON.T125
20.541,PON.8C
20.541,PON.T35
20.541,PON.T36
10.984,PON.618
39.002,PON.N10
12.440,PON.1ND
10.322,PON.3G
10.322,PON.N21
10.855,PON.104
10.855,PON.876
11.040,PON.117
11.040,PON.826
11.040,PON.11B
TC.140,PON.860
TC.140,PON.T91
16.741,PON.N36
12.022,PON.869
12.022,PON.N50
10.337,PON.5ND
10.337,PON.2G
12.560,PON.N20
12.560,PON.N21
15.089,PON.117
15.089,PON.826
14.313,PON.833
14.313,PON.859
16.834,PON.N37
16.834,PON.N40
15.577,PON.208
39.003,PON.N10
12.008,PON.8Q
66.468,PON.208
66.448,PON.4J
66.448,PON.5C
66.448,PON.N2
20.618,PON.103
20.618,PON.T34
95.005,PON.10
95.005,PON.160
95.005,PON.897
16.046,PON.103
16.046,PON.T52
93.279,PON.103
93.279,PON.15L
93.279,PON.T125
93.DA4,PON.897
93.DA4,PON.103
93.DA4,PON.15L
93.DA5,PON.897
93.DA5,PON.103
93.DA1,PON.897
93.DA1,PON.15L
93.DA1,PON.103
93.DA2,PON.897
93.DA2,PON.36
93.DA2,PON.15L
93.DA3,PON.102
93.DA3,PON.15L
93.DA3,PON.N16
93.DA6,PON.102
93.DA6,PON.15L
93.DA6,PON.N16
93.276,PON.897
15.582,PON.208
15.582,PON.5C
15.582,PON.6Q
93.251,PON.11
93.251,PON.876
93.251,PON.T98
93.314,PON.11
93.314,PON.T52
10.286,PON.T95
10.286,PON.2G
10.286,PON.57
10.286,PON.T95
TC.163,PON.T91
15.073,PON.T122
15.983,PON.103
15.983,PON.T122
15.983,PON.N27
15.807,PON.50
15.807,PON.4F
15.807,PON.T122
97.082,PON.50
97.082,PON.82
97.082,PON.629
12.219,PON.143
12.219,PON.617
19.124,PON.11IA
19.124,PON.5IA
19.124,PON.N66
15.017,PON.42
15.017,PON.T97
15.553,PON.208
93.450,PON.125
93.801,PON.125
93.801,PON.174
19.441,PON.629
19.441,PON.8IA
19.450,PON.N63
19.440,PON.10IA
19.440,PON.11IA
11.307,PON.117
11.307,PON.11B
12.617,PON.5ND
12.617,PON.N50
14.251,PON.1C
11.302,PON.117
11.302,PON.11B
11.303,PON.117
11.303,PON.11B
59.072,PON.49
19.322,PON.117
19.322,PON.T72
16.752,PON.N36
15.875,PON.117
15.875,PON.125
15.875,PON.10C
15.875,PON.3C
14.416,PON.618
14.416,PON.629
14.416,PON.833
93.557,PON.145
93.557,PON.202
93.557,PON.N40
15.151,PON.56
15.151,PON.57
15.151,PON.96
84.429,PON.96
84.429,PON.129
84.196,PON.914
84.411,PON.96
84.411,PON.131
15.959,PON.56
15.959,PON.144
84.305,PON.96
84.305,PON.144
84.425,PON.N2
16.529,PON.N37
19.022,PON.8IA
15.569,PON.827
15.569,PON.11Q
11.481,PON.82
11.481,PON.195
16.751,PON.159
16.738,PON.N36
93.747,PON.58
93.698,PON.58
93.698,PON.616
20.538,PON.6T
81.122,PON.103
81.122,PON.4E
11.062,PON.N27
11.062,PON.T52
11.062,PON.65
10.110,PON.N23
21.030,PON.866
21.030,PON.11C
10.247,PON.N22
10.247,PON.N23
10.121,PON.N23
10.763,PON.208
32.009,PON.104
32.009,PON.144
10.054,PON.N29
15.585,PON.208
15.585,PON.5C
15.585,PON.6Q
97.024,PON.624
97.024,PON.823
10.568,PON.365
10.568,PON.455
10.569,PON.365
10.569,PON.455
10.102,PON.N29
10.973,PON.49
10.973,PON.N23
93.665,PON.896
16.824,PON.N36
10.148,PON.N23
10.980,PON.N23
10.986,PON.N23
10.987,PON.N23
10.404,PON.75
10.404,PON.866
10.404,PON.N23
97.131,PON.50
97.131,PON.827
97.042,PON.50
93.127,PON.125
93.127,PON.876
97.052,PON.50
97.052,PON.1C
16.823,PON.50
16.823,PON.N36
20.271,PON.49
20.271,PON.4J
20.271,PON.9C
10.964,PON.N23
10.979,PON.49
10.979,PON.N23
21.023,PON.834
21.023,PON.835
14.231,PON.832
15.957,PON.T97
93.089,PON.125
93.438,PON.125
10.923,PON.49
10.927,PON.49
10.928,PON.10Q
10.928,PON.5F
93.317,PON.622
93.860,PON.174
93.860,PON.622
10.603,PON.866
10.603,PON.2A
10.603,PON.T72
16.031,PON.159
16.031,PON.18P
TC.118,PON.1G
TC.118,PON.T91
TC.119,PON.1G
TC.129,PON.828
TC.129,PON.872
17.207,PON.826
17.207,PON.829
17.207,PON.2N
93.734,PON.123
93.734,PON.142
93.734,PON.873
TC.096,PON.117
TC.096,PON.866
15.666,PON.N23
15.051,PON.N26
15.657,PON.7Q
15.657,PON.N26
93.686,PON.125
93.686,PON.T88
15.018,PON.1J
15.018,PON.4J
81.128,PON.10E
81.128,PON.9E
81.117,PON.131
81.117,PON.10E
17.310,PON.861
19.027,PON.11IA
19.027,PON.9E
19.027,PON.N66
TC.023,PON.866
TC.023,PON.11E
81.250,PON.T52
TC.022,PON.866
TC.022,PON.N73
93.684,PON.9F
47.041,PON.102
47.041,PON.195
47.041,PON.T121
12.554,PON.5ND
84.365,PON.96
93.087,PON.157
93.087,PON.172
93.878,PON.174
93.458,PON.125
66.522,PON.208
66.522,PON.N28
15.626,PON.T53
20.536,PON.T36
20.513,PON.11
20.513,PON.37
20.513,PON.T36
TC.014,PON.866
TC.014,PON.N73
16.528,PON.N37
10.334,PON.827
93.346,PON.876
93.346,PON.T52
66.616,PON.82
66.616,PON.8Q
19.017,PON.10IA
19.017,PON.14B
19.017,PON.3Q
19.017,PON.5IA
66.951,PON.57
66.203,PON.208
66.203,PON.3J
93.113,PON.103
93.113,PON.15L
93.113,PON.T125
93.ESF,PON.N19
93.ESF,PON.102
93.ESF,PON.N16
93.EST,PON.102
93.EST,PON.N16
93.ES0,PON.15L
93.ES0,PON.T89
93.ES0,PON.103
93.ESC,PON.15L
93.ESC,PON.103
93.ESC,PON.T89
93.ESR,PON.15L
93.ESR,PON.T89
93.ESR,PON.103
93.ESS,PON.36
93.ESS,PON.15L
93.ESS,PON.868
93.ECH,PON.15L
93.ECH,PON.T89
93.ECH,PON.103
66.608,PON.2J
66.608,PON.T52
66.306,PON.4J
66.306,PON.8Q
66.312,PON.82
66.312,PON.4J
66.312,PON.8Q
66.604,PON.4J
66.604,PON.8Q
66.615,PON.4J
66.615,PON.8Q
15.041,PON.8Q
81.005,PON.8Q
81.005,PON.T121
81.214,PON.102
81.214,PON.4J
81.256,PON.N28
66.611,PON.N28
66.600,PON.208
66.600,PON.3J
93.070,PON.125
93.070,PON.2ND
93.070,PON.8Q
15.236,PON.4J
15.236,PON.8Q
10.912,PON.N29
81.104,PON.8Q
20.259,PON.65
20.259,PON.4J
20.259,PON.8Q
11.440,PON.103
11.440,PON.4F
93.943,PON.15L
93.323,PON.125
93.323,PON.622
81.108,PON.102
93.231,PON.15L
93.231,PON.T55
10.519,PON.3G
21.016,PON.159
16.922,PON.159
16.922,PON.12P
87.004,PON.866
87.004,PON.869
87.004,PON.N66
15.539,PON.5C
43.016,PON.82
43.016,PON.102
43.016,PON.T234
19.666,PON.617
19.878,PON.T72
93.434,PON.1G
93.434,PON.2G
14.537,PON.10
14.537,PON.834
93.761,PON.616
93.761,PON.902
TC.013,PON.T91
TC.067,PON.861
TC.073,PON.866
TC.073,PON.T91
TC.012,PON.866
TC.012,PON.N73
TC.041,PON.866
TC.011,PON.866
TC.011,PON.N73
TC.091,PON.T91
TC.001,PON.T91
TC.003,PON.T91
TC.126,PON.98
TC.126,PON.T91
TC.122,PON.T91
TC.130,PON.860
TC.130,PON.T91
TC.113,PON.913
TC.113,PON.T91
TC.169,PON.T91
TC.002,PON.T91
TC.094,PON.9C
TC.093,PON.9C
TC.108,PON.144
TC.108,PON.1C
TC.042,PON.208
TC.042,PON.866
TC.018,PON.866
TC.018,PON.N73
TC.134,PON.876
TC.134,PON.1C
TC.060,PON.833
TC.060,PON.T91
TC.171,PON.1C
TC.061,PON.835
TC.061,PON.T91
TC.110,PON.913
TC.110,PON.T91
TC.084,PON.117
TC.084,PON.866
TC.107,PON.912
TC.170,PON.833
TC.170,PON.T91
TC.059,PON.T91
TC.056,PON.T91
TC.148,PON.T91
TC.066,PON.833
TC.066,PON.T91
TC.156,PON.860
TC.156,PON.T91
TC.155,PON.859
TC.155,PON.T91
TC.127,PON.833
TC.127,PON.T91
TC.146,PON.T91
TC.144,PON.T91
TC.090,PON.T91
TC.103,PON.912
TC.103,PON.T91
TC.166,PON.T91
TC.165,PON.T91
TC.147,PON.T91
TC.020,PON.866
TC.167,PON.T91
TC.168,PON.859
TC.168,PON.T91
TC.145,PON.T91
TC.095,PON.866
TC.055,PON.866
TC.057,PON.866
10.514,PON.85
10.514,PON.824
93.797,PON.119
93.797,PON.N68
TC.048,PON.1F
TC.049,PON.1F
TC.083,PON.868
TC.010,PON.866
TC.010,PON.N73
TC.040,PON.866
TC.009,PON.866
TC.009,PON.N73
TC.044,PON.866
TC.054,PON.N29
TC.007,PON.36
TC.007,PON.866
15.019,PON.826
15.019,PON.4J
15.682,PON.826
15.011,PON.61
15.011,PON.117
15.016,PON.826
15.070,PON.826
15.070,PON.827
15.079,PON.117
15.079,PON.826
43.003,PON.T121
43.003,PON.T234
20.221,PON.8C
20.221,PON.T34
31.007,PON.866
31.007,PON.15B
31.007,PON.T72
19.901,PON.138
19.901,PON.N41
19.901,PON.N42
19.317,PON.5IA
19.317,PON.N42
19.317,PON.65
10.610,PON.866
10.610,PON.T72
10.229,PON.125
10.512,PON.75
93.853,PON.103
93.853,PON.15L
93.853,PON.T125
93.661,PON.49
97.160,PON.8P
97.160,PON.N35
97.160,PON.N36
10.513,PON.3G
10.613,PON.N56
10.613,PON.N58
14.401,PON.618
14.401,PON.833
14.417,PON.618
14.417,PON.833
10.338,PON.145
10.338,PON.129
93.260,PON.183
93.260,PON.827
93.260,PON.N74
93.974,PON.188
93.974,PON.876
93.974,PON.15L
93.217,PON.183
14.896,PON.861
14.896,PON.864
93.077,PON.15L
93.077,PON.T124
93.077,PON.T125
93.678,PON.897
93.678,PON.65
93.678,PON.T89
93.504,PON.11
93.504,PON.125
93.504,PON.876
14.880,PON.182
14.880,PON.833
93.497,PON.202
93.497,PON.832
93.496,PON.157
93.496,PON.202
93.496,PON.832
93.592,PON.87
93.592,PON.202
93.592,PON.N37
93.671,PON.87
93.671,PON.145
93.591,PON.202
93.591,PON.N37
16.067,PON.145
16.067,PON.159
10.913,PON.N29
10.525,PON.896
10.319,PON.75
10.319,PON.N22
10.405,PON.834
10.405,PON.866
10.495,PON.835
10.978,PON.N23
10.970,PON.75
10.970,PON.866
10.970,PON.N23
10.230,PON.N22
10.406,PON.75
10.406,PON.866
10.407,PON.75
10.407,PON.866
10.146,PON.868
10.056,PON.866
10.056,PON.868
10.575,PON.85
10.575,PON.365
10.575,PON.4G
10.645,PON.365
10.645,PON.824
10.645,PON.4G
10.990,PON.N23
10.175,PON.2A
10.545,PON.455
10.545,PON.869
59.058,PON.36
84.268,PON.912
97.048,PON.59
20.224,PON.T53
20.260,PON.N27
20.260,PON.N29
20.260,PON.T53
81.126,PON.36
81.126,PON.1J
81.126,PON.8E
15.427,PON.N73
84.063,PON.912
84.145,PON.144
20.802,PON.866
20.802,PON.12B
84.007,PON.912
20.500,PON.T35
20.507,PON.T35
20.507,PON.T36
84.033,PON.636
84.033,PON.912
10.156,PON.2A
10.156,PON.N22
20.326,PON.10C
20.326,PON.T35
20.340,PON.10C
20.340,PON.T35
10.934,PON.N23
10.934,PON.N29
20.539,PON.6T
20.539,PON.T35
10.383,PON.1A
10.383,PON.N23
66.614,PON.636
66.614,PON.4J
66.614,PON.8Q
97.132,PON.159
97.132,PON.629
97.132,PON.634
16.063,PON.129
16.063,PON.202
97.046,PON.50
97.046,PON.4J
97.151,PON.50
15.087,PON.4Q
11.052,PON.103
11.052,PON.T121
11.052,PON.50
93.00Q,PON.103
19.662,PON.T52
20.323,PON.49
20.323,PON.N2
97.158,PON.N36
15.608,PON.9Q
15.517,PON.11Q
15.517,PON.9Q
15.664,PON.N26
15.550,PON.T69
12.460,PON.832
11.437,PON.N28
11.477,PON.4F
11.477,PON.5F
11.415,PON.866
11.483,PON.11Q
11.483,PON.2Q
11.408,PON.75
11.408,PON.868
19.204,PON.866
11.413,PON.T1
11.413,PON.T3
93.367,PON.T1
93.367,PON.T3
15.433,PON.4J
15.433,PON.N11
97.022,PON.50
97.029,PON.50
97.144,PON.50
10.585,PON.827
10.585,PON.T1
10.585,PON.T3
15.149,PON.57
15.149,PON.96
10.249,PON.47
10.249,PON.909
10.249,PON.T52
10.249,PON.103
10.304,PON.14B
10.304,PON.N23
10.522,PON.85
10.522,PON.455
10.522,PON.824
93.103,PON.15L
93.103,PON.16L
93.103,PON.T1
10.518,PON.125
10.518,PON.T52
10.567,PON.7
10.567,PON.455
10.529,PON.824
10.529,PON.827
10.594,PON.824
10.608,PON.186
10.608,PON.823
10.608,PON.4G
98.007,PON.101
98.007,PON.119
98.007,PON.823
98.008,PON.823
10.624,PON.75
10.624,PON.2A
10.624,PON.3IA
10.606,PON.75
10.606,PON.866
10.606,PON.T72
10.292,PON.7Q
10.292,PON.N22
93.486,PON.85
93.486,PON.455
93.486,PON.824
10.142,PON.75
10.479,PON.T3
10.479,PON.T52
10.328,PON.T1
10.380,PON.365
19.205,PON.827
98.006,PON.N63
98.006,PON.N66
10.600,PON.204
10.600,PON.T72
16.044,PON.901
15.233,PON.4Q
15.233,PON.N29
10.680,PON.N29
10.676,PON.7Q
10.711,PON.10Q
10.711,PON.1C
10.711,PON.4Q
10.678,PON.N29
15.035,PON.7Q
15.035,PON.N29
10.652,PON.N28
10.652,PON.N29
20.509,PON.T35
20.509,PON.T36
15.516,PON.5C
81.089,PON.N28
93.658,PON.182
93.658,PON.861
10.582,PON.85
10.582,PON.4G
10.237,PON.909
10.237,PON.N16
10.969,PON.868
20.240,PON.159
20.115,PON.N73
84.116,PON.144
84.116,PON.913
10.741,PON.N29
93.1KF,PON.101
93.1KF,PON.103
84.334,PON.910
84.334,PON.915
84.334,PON.6G
20.293,PON.195
20.293,PON.196
20.293,PON.630
15.518,PON.5C
12.903,PON.57
12.903,PON.196
12.903,PON.909
14.506,PON.131
14.506,PON.T124
14.506,PON.T52
11.400,PON.T122
66.466,PON.3J
66.964,PON.3J
66.964,PON.6Q
66.962,PON.3J
66.962,PON.6Q
66.469,PON.3J
66.469,PON.6Q
66.469,PON.9Q
66.130,PON.2Q
66.130,PON.3J
66.475,PON.3J
66.475,PON.6Q
66.125,PON.3J
66.125,PON.6Q
66.123,PON.3J
66.123,PON.6Q
66.121,PON.3J
66.121,PON.9Q
66.126,PON.2Q
66.126,PON.3J
66.484,PON.3J
66.484,PON.6Q
66.129,PON.2Q
66.129,PON.3J
66.124,PON.2Q
66.124,PON.3J
66.481,PON.3J
66.481,PON.3Q
66.437,PON.3J
66.437,PON.6Q
47.050,PON.102
47.050,PON.195
47.050,PON.T122
15.434,PON.9C
15.434,PON.N11
93.250,PON.N74
93.067,PON.174
19.701,PON.12P
19.701,PON.14P
19.701,PON.N36
19.888,PON.5IA
98.011,PON.11IA
81.210,PON.138
81.210,PON.4ND
81.210,PON.N42
19.026,PON.127
19.026,PON.138
19.663,PON.104
19.663,PON.10IA
19.663,PON.N45
19.033,PON.10IA
93.494,PON.125
93.494,PON.174
81.258,PON.7P
15.435,PON.N11
15.435,PON.N27
93.479,PON.897
93.479,PON.T89
15.015,PON.N27
10.691,PON.N29
15.988,PON.T53
15.084,PON.T69
15.084,PON.T53
15.084,PON.3Q
15.987,PON.N29
14.198,PON.833
14.198,PON.859
84.200,PON.912
93.191,PON.876
93.191,PON.896
93.191,PON.N74
10.864,PON.19
10.864,PON.5C
10.200,PON.N22
93.526,PON.1C
93.526,PON.9C
93.257,PON.871
93.257,PON.873
93.527,PON.876
16.889,PON.93
16.889,PON.145
84.369,PON.96
84.369,PON.144
16.590,PON.17P
16.590,PON.21P
93.134,PON.N69
93.918,PON.T89
16.525,PON.87
16.525,PON.N37
16.062,PON.N37
16.062,PON.T55
45.310,PON.T17
45.310,PON.T18
45.310,PON.T19
93.597,PON.10
93.597,PON.157
93.597,PON.861
64.005,PON.876
64.005,PON.14L
93.165,PON.125
93.165,PON.N74
93.778,PON.N68
93.913,PON.125
93.236,PON.N74
10.920,PON.N29
10.712,PON.T53
15.629,PON.N26
15.629,PON.T125
15.689,PON.N26
15.689,PON.T125
15.688,PON.6Q
15.688,PON.9Q
15.688,PON.N26
15.662,PON.11Q
15.662,PON.6Q
15.662,PON.9Q
15.687,PON.6Q
15.687,PON.9Q
14.021,PON.833
14.021,PON.10E
66.960,PON.1J
66.957,PON.1J
66.959,PON.10E
66.959,PON.1J
10.706,PON.T69
81.300,PON.7E
81.254,PON.N73
15.965,PON.827
15.965,PON.T53
59.065,PON.36
59.065,PON.866
93.090,PON.98
93.090,PON.182
93.090,PON.861
10.936,PON.10Q
10.936,PON.7Q
87.051,PON.10Q
87.051,PON.9Q
87.052,PON.10Q
87.052,PON.11B
87.052,PON.2Q
11.451,PON.3Q
11.451,PON.N26
11.451,PON.N27
10.331,PON.85
10.331,PON.127
10.331,PON.131
17.268,PON.825
17.268,PON.827
17.268,PON.N16
11.463,PON.2Q
11.463,PON.7Q
16.754,PON.N36
90.404,PON.617
97.039,PON.50
97.039,PON.7F
20.705,PON.827
20.705,PON.9F
20.712,PON.827
20.712,PON.4J
20.707,PON.8Q
93.SRR,PON.N28
93.SRR,PON.103
93.SRR,PON.T89
93.SR0,PON.N28
93.SR0,PON.103
93.SR0,PON.T89
93.SRP,PON.N28
93.SRP,PON.103
93.SRP,PON.T89
93.SRS,PON.36
93.SRS,PON.N28
10.125,PON.1J
10.125,PON.2J
66.812,PON.20P
66.812,PON.4J
66.801,PON.4J
66.801,PON.8Q
93.WTP,PON.2H
93.WTP,PON.1H
93.WTP,PON.T89
93.WTS,PON.36
93.WTS,PON.2H
93.600,PON.1G
93.600,PON.2G
93.600,PON.T95
93.356,PON.49
66.816,PON.4J
66.816,PON.8Q
93.893,PON.N45
93.822,PON.N74
93.224,PON.876
93.123,PON.912
93.971,PON.912
93.971,PON.N74
93.970,PON.N74
93.972,PON.912
93.972,PON.N74
93.342,PON.912
93.161,PON.4J
93.266,PON.125
93.266,PON.174
10.872,PON.455
10.922,PON.N26
10.922,PON.N29
14.913,PON.834
14.913,PON.4J
14.906,PON.103
14.906,PON.834
14.906,PON.4J
14.901,PON.834
14.901,PON.4J
93.086,PON.87
93.086,PON.145
93.086,PON.829
93.926,PON.101
93.926,PON.119
93.926,PON.872
10.128,PON.75
10.128,PON.866
90.401,PON.617
90.400,PON.N17
93.683,PON.101
93.683,PON.871
93.683,PON.876
15.939,PON.T17
15.939,PON.T97
93.A92,PON.65
93.A92,PON.107
93.A92,PON.2C
95.001,PON.N35
95.001,PON.N42
11.070,PON.8C
11.070,PON.2S
11.070,PON.10E
20.244,PON.T34
20.245,PON.T52
10.754,PON.866
10.754,PON.N73
10.217,PON.57
10.217,PON.144
10.220,PON.195
10.220,PON.827
84.031,PON.81
84.031,PON.913
10.210,PON.912
10.210,PON.N16
15.667,PON.7Q
15.667,PON.N26
20.319,PON.T33
20.319,PON.T35
20.205,PON.10C
20.205,PON.1C
20.205,PON.9C
20.225,PON.8C
20.225,PON.T34
20.225,PON.T35
20.200,PON.103
20.200,PON.T34
20.272,PON.9C
20.272,PON.T34
20.294,PON.827
20.295,PON.195
20.295,PON.N16
20.295,PON.N19
20.215,PON.195
20.215,PON.196
20.215,PON.827
10.223,PON.195
10.223,PON.N16
10.223,PON.N21
15.904,PON.T97
15.966,PON.T18
15.966,PON.T19
15.966,PON.T97
93.917,PON.T89
93.941,PON.622
93.941,PON.16L
93.914,PON.T89
93.939,PON.622
93.940,PON.622
93.145,PON.125
93.145,PON.876
93.145,PON.N74
14.183,PON.861
14.239,PON.833
14.239,PON.834
14.239,PON.835
97.091,PON.50
97.091,PON.2ND
97.091,PON.N52
97.067,PON.N52
97.007,PON.50
97.007,PON.2ND
97.077,PON.1ND
97.077,PON.2ND
17.805,PON.826
17.805,PON.2N
21.026,PON.834
93.454,PON.125
93.817,PON.125
93.817,PON.174
14.169,PON.834
14.169,PON.862
14.022,PON.833
14.022,PON.859
14.316,PON.827
14.316,PON.833
14.188,PON.835
14.241,PON.832
14.241,PON.833
14.241,PON.T73
14.275,PON.833
14.275,PON.835
59.055,PON.869
93.172,PON.103
93.172,PON.15L
93.172,PON.T125
93.HG3,PON.15L
93.HG3,PON.103
93.HG2,PON.15L
93.HG2,PON.T125
93.HG2,PON.103
93.HG1,PON.15L
93.HG1,PON.T125
93.HG1,PON.103
93.HG6,PON.36
93.HG6,PON.15L
93.HG6,PON.868
93.HG5,PON.102
93.HG5,PON.N16
93.HG5,PON.N19
93.HG4,PON.102
93.HG4,PON.N16
10.239,PON.N22
93.944,PON.622
14.269,PON.49
14.269,PON.835
15.677,PON.49
15.677,PON.10Q
66.047,PON.36
11.402,PON.4T
85.750,PON.T72
85.751,PON.T72
85.752,PON.N56
85.752,PON.N63
93.268,PON.871
93.268,PON.T89
93.185,PON.15L
93.185,PON.16L
84.041,PON.3G
84.040,PON.3G
15.565,PON.208
15.063,PON.10E
15.063,PON.11B
15.063,PON.T55
12.031,PON.5ND
12.031,PON.N50
93.850,PON.876
93.850,PON.N74
93.981,PON.T88
93.981,PON.T89
93.581,PON.T55
16.758,PON.12P
16.758,PON.14P
20.611,PON.65
20.611,PON.T52
TC.052,PON.1F
TC.157,PON.860
TC.157,PON.861
TC.158,PON.828
TC.158,PON.859
TC.158,PON.860
10.968,PON.75
10.968,PON.866
10.030,PON.N23
15.026,PON.619
15.026,PON.827
15.026,PON.829
15.043,PON.915
15.043,PON.T95
15.043,PON.T99
15.144,PON.182
14.862,PON.835
14.862,PON.1C
15.031,PON.5Q
16.308,PON.12P
16.308,PON.T55
15.032,PON.117
84.299,PON.57
84.299,PON.96
84.299,PON.144
15.130,PON.96
15.047,PON.3G
84.060,PON.40
84.060,PON.96
15.114,PON.912
84.415,PON.40
84.415,PON.96
15.108,PON.827
15.108,PON.829
TC.128,PON.828
TC.128,PON.N68
66.926,PON.T39
15.059,PON.912
93.00F,PON.896
93.00F,PON.901
93.00F,PON.125
93.00H,PON.901
93.00H,PON.82
93.00H,PON.125
93.654,PON.896
93.654,PON.897
93.382,PON.876
93.00A,PON.93
93.00A,PON.87
93.00A,PON.145
93.653,PON.87
93.653,PON.145
93.164,PON.N74
93.445,PON.208
93.228,PON.T55
93.00N,PON.876
93.00N,PON.871
93.00K,PON.141
93.00K,PON.85
93.00K,PON.852
93.00L,PON.87
93.00L,PON.897
93.00L,PON.107
93.00M,PON.85
93.00M,PON.455
93.00M,PON.823
15.141,PON.835
14.867,PON.81
14.867,PON.833
14.867,PON.835
15.061,PON.829
15.030,PON.T55
15.058,PON.910
15.036,PON.T55
15.042,PON.96
15.044,PON.T35
93.441,PON.876
93.441,PON.T55
15.241,PON.T55
15.024,PON.T55
15.113,PON.861
15.519,PON.11Q
15.519,PON.T55
10.421,PON.75
10.421,PON.866
15.060,PON.827
10.384,PON.365
10.384,PON.1A
16.836,PON.10
81.302,PON.82
81.302,PON.827
81.302,PON.1ND
10.734,PON.7Q
10.729,PON.4Q
10.729,PON.N29
10.107,PON.N23
10.107,PON.75
10.728,PON.869
10.731,PON.N29
10.727,PON.N29
12.902,PON.195
12.902,PON.912
11.059,PON.T120
11.059,PON.103
11.059,PON.N44
10.725,PON.869
10.725,PON.15B
10.714,PON.10Q
10.714,PON.4Q
10.714,PON.N28
15.257,PON.4J
15.257,PON.8Q
15.257,PON.3J
10.718,PON.4Q
10.718,PON.N29
10.715,PON.10Q
10.715,PON.4Q
10.715,PON.5Q
10.720,PON.10Q
10.720,PON.4Q
10.719,PON.N73
10.716,PON.10Q
10.716,PON.4Q
10.717,PON.10Q
10.717,PON.4Q
10.721,PON.15B
93.136,PON.897
93.136,PON.15L
93.284,PON.876
93.284,PON.T55
93.688,PON.101
93.688,PON.119
93.688,PON.876
93.610,PON.876
93.610,PON.901
93.061,PON.15L
84.215,PON.96
84.215,PON.126
20.537,PON.37
20.537,PON.3T
20.537,PON.T36
84.263,PON.N74
66.445,PON.827
66.521,PON.208
10.162,PON.15B
10.162,PON.2A
10.238,PON.N22
10.241,PON.N22
98.005,PON.365
98.005,PON.823
93.378,PON.876
93.378,PON.N69
11.012,PON.N28
11.012,PON.T123
10.303,PON.N22
93.689,PON.101
93.689,PON.119
93.689,PON.876
47.083,PON.102
47.083,PON.103
47.083,PON.N20
54.001,PON.913
20.273,PON.8C
20.273,PON.T35
20.273,PON.T36
20.703,PON.827
20.703,PON.9F
20.703,PON.N6
97.057,PON.N52
97.057,PON.T3
97.057,PON.T34
97.157,PON.9P
97.157,PON.N44
97.157,PON.N52
TC.006,PON.866
TC.006,PON.T72
IN.001,PON.GG.01
11.407,PON.N26
59.062,PON.866
10.767,PON.117
10.767,PON.866
10.767,PON.869
10.619,PON.827
10.619,PON.N23
10.619,PON.T72
10.305,PON.827
10.305,PON.N22
90.500,PON.629
66.313,PON.10IA
66.313,PON.8Q
19.452,PON.8IA
66.931,PON.11IA
66.931,PON.1J
66.931,PON.3J
19.087,PON.117
19.087,PON.N28
10.684,PON.N29
19.990,PON.138
17.401,PON.N40
17.401,PON.N9
17.401,PON.T72
19.019,PON.N40
19.345,PON.138
19.345,PON.617
93.989,PON.103
93.989,PON.N56
93.989,PON.T125
84.017,PON.T18
47.079,PON.102
47.079,PON.103
47.079,PON.N56
66.037,PON.1J
20.328,PON.T35
96.012,PON.65
96.012,PON.T124
93.140,PON.N16
93.140,PON.N18
93.140,PON.N19
15.230,PON.10Q
15.230,PON.N27
15.652,PON.N26
19.021,PON.11IA
11.300,PON.117
11.300,PON.11B
90.300,PON.N63
84.206,PON.96
84.206,PON.103
11.054,PON.102
11.054,PON.T120
11.054,PON.T123
20.516,PON.2N
20.516,PON.T36
17.287,PON.N16
17.801,PON.826
17.801,PON.827
17.801,PON.869
14.895,PON.826
14.895,PON.829
14.895,PON.862
93.674,PON.852
93.674,PON.862
93.674,PON.2N
98.009,PON.365
98.009,PON.823
98.009,PON.827
16.816,PON.N36
15.232,PON.4Q
11.047,PON.102
11.047,PON.T123
16.757,PON.10
16.757,PON.145
16.827,PON.65
16.827,PON.159
16.021,PON.N37
15.150,PON.96
16.540,PON.912
16.726,PON.856
16.726,PON.897
16.840,PON.159
15.407,PON.40
15.407,PON.T19
15.407,PON.T97
16.048,PON.T87
93.605,PON.98
17.002,PON.T52
93.065,PON.101
15.540,PON.2J
15.540,PON.3J
15.540,PON.7Q
10.690,PON.3J
10.690,PON.N28
15.543,PON.7Q
15.164,PON.7Q
15.164,PON.N27
10.742,PON.10Q
10.742,PON.N29
10.742,PON.N26
84.229,PON.57
84.229,PON.144
12.579,PON.5ND
15.436,PON.N11
15.640,PON.7Q
15.640,PON.N26
45.313,PON.827
10.704,PON.159
16.300,PON.827
16.301,PON.12P
16.301,PON.T52
16.302,PON.827
16.302,PON.N36
16.303,PON.T52
16.001,PON.12P
16.003,PON.T52
16.004,PON.827
16.304,PON.12P
16.309,PON.T87
16.305,PON.12P
16.070,PON.896
16.070,PON.N36
16.076,PON.N40
16.076,PON.159
16.076,PON.N38
81.279,PON.7P
10.245,PON.N22
14.912,PON.834
14.912,PON.4J
14.920,PON.834
14.920,PON.4J
14.905,PON.827
14.905,PON.834
14.905,PON.4J
14.900,PON.827
14.900,PON.834
14.900,PON.4J
14.902,PON.103
14.902,PON.834
14.902,PON.4J
14.888,PON.833
14.888,PON.4J
93.345,PON.103
93.345,PON.876
